Student_ID,Department,Semester,Admission_Year,Attendance_Pct,CGPA,Num_Backlogs,Marks_Trend,Study_Hours_Per_Day
STU0368,Civil,6,2022,66.5,5.87,1.0,Stable,4.9
STU0185,Mechanical,8,2023,93.8,7.24,0.0,Improving,7.7
STU0245,Civil,6,2022,62.6,6.3,4.0,Declining,6.5
 STU1360 ,Information Technology,4,2022,58.7,,2.0,Declining,7.2
STU0381,Mechanical,7,2022,73.8,5.35,2.0,Stable,10.4
STU1358,Mechanical,1,2025,62.1,4.64,2.0,Declining,6.5
STU1334,Computer Science,7,2022,71.8,7.74,0.0,Stable,5.9
STU0842,Information Technology,4,2022,74.5,6.13,1.0,Stable,9.7
STU1108,Information Technology,6,2025,88.4,,2.0,Declining,10.9
STU0382,Information Technology,6,2023,73.8,7.11,3.0,Stable,11.2
STU0590,Computer Science,1,2022,93.7,7.99,1.0,Improving,12.0
STU0675,Computer Science,2,2023,86.9,8.72,0.0,Improving,5.2
STU1106,Information Technology,3,2024,89.4,8.88,1.0,Declining,8.5
STU0671,Civil,5,2023,66.5,6.53,1.0,Improving,
STU0142,Information Technology,8,2022,71.7,9.34,1.0,Stable,5.5
STU1366,Mechanical,5,2023,39.0,6.22,3.0,Stable,2.6
STU1059,Mechanical,3,2022,63.0,7.6,3.0,Declining,5.4
STU1244,Mechanical,3,2023,63.3,6.66,0.0,Improving,2.6
STU0983,Electronics,5,2023,76.1,7.99,2.0,Improving,6.3
STU1243,Civil,4,2025,84.9,8.22,0.0,Improving,9.1
STU1474,Information Technology,6,2023,72.1,6.61,0.0,Improving,6.7
STU0325,Computer Science,4,2024,100.0,9.38,0.0,Improving,10.2
STU1054,Computer Science,2,2023,71.8,7.34,0.0,Improving,7.2
STU0204,Computer Science,6,2022,61.5,,1.0,Stable,5.8
STU0199,Info Tech,2,2022,88.0,7.01,0.0,Improving,8.3
 STU0045 ,Mechanical,6,2025,109.1,6.32,4.0,Stable,5.1
STU0927,Mechanical,2,2025,69.2,5.33,2.0,Improving,6.8
STU0352,Mechanical,3,2024,78.6,5.82,5.0,Declining,7.0
STU0947,Mechanical,7,2022,76.6,6.7,0.0,Stable,8.0
STU1202,electronics,1,2024,63.3,5.92,3.0,Declining,6.7
STU1259,Civil,4,2024,52.8,5.56,1.0,Stable,1.4
STU0116,Information Technology,2,2022,,7.56,2.0,Improving,7.5
STU0572,Mechanical,3,2025,55.0,5.58,4.0,Declining,5.8
STU1007,Mechanical,6,2022,85.4,7.23,2.0,Stable,9.6
STU0809,Computer Science,1,2025,79.4,6.86,0.0,Improving,7.6
STU0355,Mechanical,8,2022,94.1,8.25,0.0,Improving,12.6
STU1075,Information Technology,3,2024,71.9,7.23,0.0,Stable,2.5
STU0950,Computer Science,2,2022,82.8,7.4,0.0,Stable,9.3
STU0622,Mechanical,2,2025,83.1,7.64,0.0,Stable,4.4
STU0079,Electronics,3,2022,80.8,8.72,1.0,Stable,
STU0310,Information Technology,7,2022,85.7,-1.28,0.0,Stable,4.9
STU1424,Civil,2,2025,75.6,7.92,0.0,Stable,8.1
STU0673,Information Technology,6,2022,71.2,8.78,1.0,Stable,8.7
STU0868,Information Technology,7,2025,82.3,8.49,2.0,Improving,6.5
STU1253,Mechanical,8,2025,84.0,8.19,1.0,Stable,8.7
STU0552,Mechanical,1,2025,59.5,6.32,3.0,Declining,5.6
STU0016,Mechanical,8,2022,78.3,7.06,0.0,Declining,3.3
 STU1433 ,Electronics,2,2025,61.3,7.8,2.0,Declining,4.0
STU0797,Information Technology,2,2023,67.0,5.96,,Stable,7.0
STU1162,Computer Science,2,2023,80.0,9.0,1.0,Stable,9.1
STU1231,Civil,5,2024,,5.25,2.0,Declining,6.8
STU1205,Civil,4,2025,80.9,7.7,0.0,Declining,8.0
STU0498,Computer Science,7,2025,77.9,6.14,0.0,Stable,7.1
STU1324,Information Technology,3,2024,82.4,6.54,0.0,Improving,9.6
STU0553,Mechanical,2,2025,86.3,9.16,,Stable,5.7
STU0186,Electronics,7,2022,63.0,5.18,0.0,Improving,4.8
STU1132,Computer Science,5,2024,67.0,5.93,2.0,Declining,8.1
STU1262,Computer Science,8,2023,63.5,7.24,3.0,Declining,7.4
STU1377,Civil,5,2025,85.4,,0.0,Improving,9.1
STU0775,Mechanical,2,2025,80.1,8.32,1.0,Stable,
STU1038,Civil,5,2024,72.4,7.97,1.0,,7.7
STU0901,Civil,4,2023,55.2,5.9,1.0,Stable,6.3
STU1068,Information Technology,1,2023,73.0,,0.0,Declining,11.6
STU1421,Computer Science,7,2025,88.2,10.0,0.0,Improving,7.1
STU1049,Civil,3,2022,60.7,7.36,3.0,Stable,6.7
STU0584,Computer Science,5,2022,97.9,9.45,0.0,Improving,8.2
STU0746,Civil,2,2022,85.3,7.29,0.0,Improving,
STU0665,Civil,1,2025,,10.0,2.0,Stable,11.0
STU0057,Electronics,5,2022,73.2,6.25,0.0,Improving,7.3
STU1014,Computer Science,6,2022,71.8,7.73,2.0,Stable,6.7
STU1214,Electronics,7,2024,90.5,7.38,2.0,Stable,10.3
STU1186,Civil,1,2024,63.9,6.78,2.0,Improving,8.2
STU1471,Mechanical,5,2022,67.6,7.04,1.0,Declining,7.7
STU0238,Electronics,4,2022,57.5,5.34,0.0,Stable,2.5
STU0044,Mechanical,2,2023,86.4,,1.0,Stable,7.8
STU1320,Mechanical,4,2025,91.3,9.02,1.0,Declining,10.7
STU0383,Computer Science,8,2025,89.9,10.0,0.0,Improving,14.7
STU0905,Electronics,5,2025,96.0,8.27,0.0,Declining,7.9
STU0662,Mechanical,5,2022,74.4,6.5,1.0,Stable,6.3
STU0102,Computer Science,4,2024,77.0,9.93,2.0,Declining,8.9
STU0452,Electronics,4,2025,87.8,8.56,0.0,Improving,9.4
STU0591,Computer Science,8,2025,80.2,8.3,1.0,Stable,6.6
STU0108,Electronics,1,2025,75.3,5.73,1.0,Declining,5.4
STU0367,Electronics,4,2025,,10.0,0.0,Improving,7.6
STU1079,Civil,4,2025,55.0,6.11,4.0,Declining,6.4
STU0332,Mechanical,1,2023,74.5,7.9,1.0,Stable,
STU0421,Mechanical,1,2025,92.6,9.08,,Stable,9.9
STU0275,Civil,2,2022,50.3,6.71,1.0,Declining,8.0
STU1203,Civil,7,2022,94.8,9.32,0.0,Declining,10.5
STU0814,Computer Science,6,2024,92.8,8.08,,Improving,9.6
STU0737,Computer Science,1,2023,61.4,6.44,4.0,Declining,
STU0129,Information Technology,6,2025,100.0,8.0,0.0,Stable,7.4
STU0272,Computer Science,1,2024,64.1,6.69,1.0,Declining,7.8
STU0863,Civil,2,2022,86.2,6.77,0.0,Declining,9.5
STU0343,Civil,6,2024,85.5,9.25,1.0,Declining,9.8
STU0719,MECHANICAL,4,2023,74.3,7.93,0.0,Stable,5.3
STU1410,Computer Science,3,2022,60.4,5.39,2.0,Stable,7.3
STU0514,Electronics,5,2024,70.8,8.9,0.0,Improving,8.5
STU1270,Information Technology,3,2024,69.5,6.7,4.0,Stable,9.9
STU0533,Mechanical,8,2025,78.2,7.18,1.0,Stable,4.2
STU1404,Computer Science,4,2024,44.7,6.08,3.0,Declining,2.3
STU0304,Information Technology,5,2024,58.1,6.43,1.0,Declining,4.9
STU1109,Civil,6,2023,82.3,7.85,0.0,Improving,
STU1285,Information Technology,5,2022,85.4,7.73,0.0,Stable,11.4
STU0248,Computer Science,7,2025,94.7,8.47,0.0,Stable,10.5
STU0033,Elec,3,2024,76.5,8.37,0.0,Improving,8.0
STU0880,CIVIL,7,2022,79.2,9.43,1.0,Stable,8.4
STU0616,CIVIL,3,2023,100.0,10.0,0.0,Improving,6.0
STU1085,Electronics,1,2025,80.8,6.85,0.0,Improving,7.8
STU0555,Information Technology,4,2024,67.5,5.51,2.0,Declining,8.7
STU0491,Computer Science,7,2024,68.9,6.84,3.0,Declining,5.0
STU0362,Electronics,4,2023,99.8,10.0,0.0,Stable,9.4
STU0262,Civil,4,2025,113.1,6.73,2.0,Declining,6.4
STU1466,Civil,6,2024,,9.01,0.0,Improving,11.9
STU0923,Information Technology,8,2022,63.6,6.59,2.0,Declining,4.2
STU0232,Computer Science,1,2023,65.1,6.44,1.0,Declining,9.4
STU1207,Electronics,8,2022,54.8,5.44,4.0,Declining,10.2
STU1321,Mechanical,5,2023,,8.2,0.0,Improving,8.9
STU0483,Mechanical,2,2024,96.0,8.63,0.0,Improving,8.3
STU0164,Computer Science,7,2024,84.9,8.01,,Declining,9.5
STU0630,Electronics,2,2022,73.6,5.87,0.0,Improving,7.4
STU1491,Civil,7,2022,66.3,5.95,3.0,Declining,6.0
STU1312,Information Technology,6,2024,98.8,9.16,0.0,Improving,7.6
STU0756,Civil,8,2023,84.9,7.55,0.0,Improving,5.8
STU1497,Information Technology,2,2025,75.3,7.48,0.0,Stable,6.2
STU0612,Computer Science,3,2025,98.1,9.31,1.0,Declining,
STU1380,Mechanical,5,2024,100.0,8.95,0.0,Stable,7.3
STU0354,Electronics,2,2025,,8.78,0.0,Stable,6.7
STU1223,Electronics,5,2025,85.5,9.48,0.0,Declining,6.2
STU0472,Information Technology,3,2024,75.0,7.58,3.0,Declining,10.8
STU0193,Electronics,2,2024,86.0,8.82,0.0,Improving,8.2
STU0711,Information Technology,8,2022,96.7,8.21,1.0,Stable,2.0
STU0351,Mechanical,4,2022,66.6,7.3,1.0,,6.5
STU0979,Civil,4,2022,65.0,6.89,3.0,Declining,4.1
STU1399,Computer Science,2,2022,84.5,8.15,0.0,Declining,8.3
STU0064,Mechanical,4,2023,,7.6,0.0,Improving,5.5
STU0722,Civil,6,2025,100.0,9.5,0.0,Stable,11.3
STU1092,Civil,4,2023,90.5,7.94,1.0,Stable,7.8
STU0949,Information Technology,4,2025,55.3,7.11,1.0,Improving,5.5
STU0844,Computer Science,4,2024,61.4,7.35,4.0,Declining,7.6
STU0290,Electronics,6,2023,,8.56,0.0,Improving,7.9
STU0433,Electronics,1,2022,93.3,8.49,1.0,Stable,6.8
STU0589,ECE,3,2023,81.7,8.01,1.0,Declining,8.9
STU0219,Computer Science,2,2023,91.4,7.51,3.0,Stable,7.7
STU1339,Electronics,2,2023,34.1,5.37,5.0,Declining,4.4
STU1247,Civil,5,2024,51.1,5.38,0.0,Stable,5.5
STU1413,Electronics,2,2024,50.5,7.32,2.0,Declining,3.1
STU0629,Electronics,8,2022,106.6,5.43,5.0,Declining,3.5
STU1097,Electronics,7,2024,100.0,9.41,0.0,Improving,13.7
STU1273,Computer Science,6,2022,90.9,8.68,0.0,Improving,6.7
STU1103,Computer Science,5,2025,67.0,7.74,1.0,Stable,10.6
STU0428,Information Technology,1,2025,73.4,7.7,0.0,Improving,6.4
STU0655,Information Technology,5,2022,74.9,7.36,2.0,Stable,9.7
 STU1033 ,Computer Science,5,2024,76.3,5.96,1.0,Stable,6.6
STU0561,Computer Science,1,2024,83.2,7.99,0.0,Improving,6.2
STU0298,Civil,3,2023,64.2,6.01,4.0,Declining,5.1
STU0959,Civil,5,2024,67.0,6.27,2.0,Declining,5.1
STU0611,Computer Science,1,2023,93.2,10.0,0.0,Stable,4.5
STU0299,Electronics,3,2025,93.3,7.1,3.0,Declining,9.2
STU1090,Computer Science,5,2022,67.8,6.94,3.0,Declining,7.6
STU0661,Information Technology,7,2025,74.2,6.85,0.0,Stable,8.4
STU1444,Civil,4,2023,58.5,6.09,3.0,Stable,3.9
STU0412,Mechanical,6,2023,87.1,7.97,0.0,Declining,6.5
STU0620,Electronics,6,2022,70.0,6.02,0.0,Improving,7.8
STU1240,Computer Science,3,2024,75.5,9.87,0.0,Stable,7.1
STU0278,Civil,6,2025,68.2,5.19,4.0,Improving,3.4
STU1200,Mechanical,6,2022,84.2,7.81,0.0,Improving,8.7
STU0880,Civil,7,2022,79.2,9.43,1.0,Stable,8.4
STU0539,Mechanical,8,2023,68.1,8.08,0.0,Improving,3.6
STU0237,Computer Science,2,2025,88.3,9.59,0.0,Improving,6.3
STU1281,computer science,6,2022,85.6,6.45,0.0,Improving,7.8
STU1353,Computer Science,3,2022,71.2,6.98,1.0,Declining,7.0
STU1489,Information Technology,8,2025,89.7,8.78,1.0,Declining,10.2
STU0906,Mechanical,4,2025,71.1,8.34,0.0,Improving,8.9
STU1230,Information Technology,4,2025,100.0,9.53,1.0,Declining,8.4
STU0209,Electronics,6,2024,77.9,7.0,,Declining,8.7
STU0395,Information Technology,2,2022,85.2,8.14,0.0,Stable,8.8
STU0427,Computer Science,1,2024,74.7,,1.0,Improving,6.9
STU0658,Mechanical,3,2022,54.8,5.21,3.0,Declining,8.8
STU0059,Electronics,4,2025,65.5,6.86,2.0,Declining,8.0
STU0900,Civil,7,2025,93.6,7.7,3.0,Declining,6.9
STU1492,Mech,4,2023,94.2,,0.0,Improving,12.2
STU0495,Information Technology,4,2022,87.8,9.41,1.0,Declining,9.3
STU0766,ECE,2,2024,46.2,5.95,5.0,Stable,7.5
STU1226,Elec,3,2024,74.4,7.54,0.0,Improving,8.6
STU0757,Information Technology,3,2024,46.7,,3.0,Declining,4.7
STU1246,civil,2,2022,52.7,5.34,3.0,Declining,4.0
STU0753,Computer Science,5,2022,86.0,7.49,2.0,Stable,8.3
STU0870,Electronics,4,2023,63.6,5.22,4.0,Stable,5.2
STU0482,Electronics,6,2025,,7.28,0.0,Improving,9.4
STU0530,Information Technology,2,2024,66.2,4.34,1.0,Declining,8.6
STU1189,Mechanical,2,2025,94.5,8.41,0.0,Improving,10.3
STU0860,Civil,2,2022,79.6,8.29,0.0,Stable,10.5
STU1141,Information Technology,5,2025,64.8,5.39,4.0,Declining,3.8
STU0234,Electronics,7,2022,72.1,5.89,0.0,Improving,7.2
STU0652,Mechanical,4,2024,84.8,6.09,0.0,Stable,7.0
STU0197,Civil,4,2025,,7.03,1.0,Stable,7.1
STU0585,Civil,1,2024,83.8,8.27,1.0,Stable,4.2
STU1493,Computer Science,4,2023,57.8,5.39,1.0,Improving,5.6
STU0082,Computer Science,3,2024,78.3,8.03,0.0,Stable,7.9
STU1446,Civil,8,2022,66.6,8.05,1.0,Stable,6.6
STU0951,Electronics,7,2022,100.0,9.85,0.0,Improving,8.4
STU1191,Information Technology,4,2022,86.0,7.42,0.0,Stable,
STU0112,Civil,8,2023,69.0,8.21,2.0,Stable,5.9
STU1315,Information Technology,1,2024,85.0,9.2,3.0,Declining,9.3
STU0865,Civil,1,2024,82.0,6.72,0.0,,12.6
STU1305,Civil,8,2023,68.9,8.8,2.0,Stable,4.6
STU0417,Mechanical,2,2024,86.3,7.03,0.0,Improving,8.8
STU1304,Information Technology,1,2023,70.0,8.49,0.0,Stable,
STU1477,Mechanical,1,2025,100.0,7.61,1.0,Declining,9.3
STU1290,Information Technology,2,2024,40.0,6.33,5.0,Declining,3.7
STU0311,Computer Science,4,2024,86.6,9.16,0.0,Improving,7.0
STU0783,Computer Science,7,2025,73.7,8.5,0.0,Improving,6.3
STU0423,Mechanical,4,2022,59.3,6.54,2.0,Stable,5.5
STU0567,Civil,1,2023,73.1,6.54,0.0,Improving,7.5
STU0465,Mechanical,6,2025,83.6,8.65,0.0,Stable,11.1
STU1282,Mech,7,2022,100.0,7.88,1.0,Stable,13.1
STU0406,Information Technology,7,2025,100.0,7.58,0.0,Stable,8.9
STU1088,Civil,4,2025,97.2,9.41,0.0,Stable,7.7
STU0571,Mechanical,1,2022,85.0,10.0,1.0,Declining,8.7
STU1056,Civil,1,2025,87.1,6.6,3.0,Declining,12.6
STU0440,Computer Science,1,2024,86.0,8.37,0.0,Declining,5.6
STU0737,Computer Science,1,2023,61.4,6.44,4.0,Declining,5.3
STU0888,Information Technology,7,2025,100.0,9.41,0.0,Improving,8.1
STU0535,Civil,8,2022,64.4,6.8,5.0,Stable,0.2
STU0781,Mechanical,8,2023,46.7,4.9,3.0,Declining,1.7
 STU1252 ,Civil,8,2023,80.7,7.8,0.0,Stable,11.1
STU1314,Computer Science,2,2023,94.5,8.53,0.0,Improving,10.7
STU1193,Information Technology,5,2024,100.0,10.0,1.0,Stable,6.6
STU1037,Mechanical,2,2025,34.4,5.11,3.0,Declining,2.8
STU0799,Civil,3,2023,88.3,8.5,0.0,Improving,7.6
STU1114,Civil,5,2024,77.4,7.66,0.0,Stable,8.6
STU0255,computer science,2,2023,75.7,6.15,1.0,Improving,8.3
STU0323,Mechanical,4,2022,71.4,6.94,2.0,Stable,7.5
STU1125,Info Tech,2,2023,,8.21,3.0,Declining,7.8
STU1166,Mechanical,5,2023,78.5,8.0,2.0,Stable,5.5
STU1099,Electronics,4,2025,89.0,8.42,0.0,Improving,7.5
STU0705,Computer Science,2,2022,73.8,7.41,0.0,Improving,7.6
STU0571,Mechanical,1,2022,85.0,10.0,1.0,Declining,8.7
STU0889,Mechanical,8,2024,86.3,7.97,0.0,Improving,10.3
STU0366,Information Technology,2,2024,100.0,10.0,0.0,Stable,8.3
STU0964,Information Technology,1,2023,74.3,8.29,0.0,Stable,6.2
STU0087,Computer Science,1,2022,88.8,7.41,0.0,Stable,4.6
STU1463,CIVIL,3,2024,65.8,7.28,5.0,Declining,4.7
STU0266,Computer Science,2,2023,63.6,6.99,0.0,Stable,6.6
STU0288,Information Technology,4,2022,73.9,6.49,0.0,Stable,5.4
STU0280,Civil,5,2023,56.3,7.38,1.0,Stable,8.0
STU0359,Computer Science,3,2024,82.6,8.31,0.0,Stable,7.0
STU0454,Information Technology,6,2022,74.5,8.52,2.0,Stable,8.3
STU1434,Information Technology,2,2022,77.5,,1.0,Stable,7.5
STU0562,Computer Science,1,2022,54.5,6.58,2.0,Improving,3.1
STU1435,Electronics,6,2025,70.0,7.93,,Stable,
STU0773,Electronics,3,2025,,7.48,0.0,Improving,6.8
STU0222,Computer Science,4,2024,78.7,,3.0,Stable,5.2
STU0114,Civil,3,2025,93.1,6.27,1.0,Declining,7.6
STU0603,Information Technology,5,2024,69.1,7.47,0.0,Stable,6.7
STU0614,Civil,6,2024,70.7,7.25,0.0,Stable,3.3
STU0175,Electronics,8,2023,100.0,9.59,0.0,Improving,11.8
STU1113,Mech,6,2025,89.7,9.97,0.0,Stable,14.1
STU1354,Computer Science,8,2025,74.7,8.94,0.0,Stable,6.9
STU1081,Computer Science,4,2022,88.7,8.83,0.0,Improving,7.4
STU1211,Information Technology,8,2024,,7.76,0.0,Stable,11.0
STU0019,Computer Science,2,2025,72.7,7.78,2.0,Declining,5.7
STU1034,Civil,7,2025,64.6,6.64,2.0,Declining,4.4
STU0286,Information Technology,8,2025,80.7,,0.0,Stable,9.3
STU0916,Information Technology,6,2022,68.1,8.03,2.0,Declining,2.1
STU1011,Computer Science,3,2023,49.4,5.29,2.0,Improving,9.9
STU1232,Mechanical,8,2023,100.0,8.47,2.0,Improving,10.4
STU0032,Electronics,5,2022,65.6,7.15,1.0,Declining,3.4
STU1220,Computer Science,7,2023,108.8,6.57,3.0,Declining,4.0
STU0211,Civil,2,2024,61.6,5.52,3.0,Declining,7.9
STU0830,Computer Science,1,2024,60.8,5.89,3.0,Declining,5.1
STU1419,Electronics,8,2022,100.0,9.72,0.0,Improving,11.1
STU1119,Information Technology,3,2022,58.8,6.82,1.0,Improving,0.9
STU1344,Information Technology,6,2023,60.4,7.13,2.0,Declining,7.9
STU1157,Computer Science,4,2023,91.2,9.12,0.0,Stable,4.7
STU0985,Civil,2,2022,67.4,6.83,4.0,Declining,7.7
